Cornell
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.7436, Train F1: 0.5977, Val F1: 0.5593, Test F1: 0.5946
*Epoch 23, model saved with Loss: 0.8867, Train F1: 0.5373, Val F1: 0.5833, Test F1: 0.5285
*Epoch 24, model saved with Loss: 1.6873, Train F1: 0.5581, Val F1: 0.5833, Test F1: 0.5389
*Epoch 25, model saved with Loss: 1.6764, Train F1: 0.5685, Val F1: 0.6094, Test F1: 0.5337
*Epoch 95, model saved with Loss: 1.3080, Train F1: 0.8163, Val F1: 0.6094, Test F1: 0.6062
*Epoch 100, model saved with Loss: 1.2451, Train F1: 0.8198, Val F1: 0.6094, Test F1: 0.6269
Epoch 100, Loss: 1.2451, Train F1: 0.8198, Val F1: 0.6094, Test F1: 0.6269
*Epoch 107, model saved with Loss: 1.2327, Train F1: 0.8440, Val F1: 0.6094, Test F1: 0.6166
*Epoch 140, model saved with Loss: 0.9047, Train F1: 0.9272, Val F1: 0.6250, Test F1: 0.6062
*Epoch 157, model saved with Loss: 0.7339, Train F1: 0.9549, Val F1: 0.6250, Test F1: 0.6166
*Epoch 166, model saved with Loss: 0.6796, Train F1: 0.9584, Val F1: 0.6302, Test F1: 0.6425
Epoch 200, Loss: 0.4533, Train F1: 0.9896, Val F1: 0.6198, Test F1: 0.6477
*Epoch 202, model saved with Loss: 0.4622, Train F1: 0.9879, Val F1: 0.6354, Test F1: 0.6321
*Epoch 212, model saved with Loss: 0.3972, Train F1: 0.9931, Val F1: 0.6406, Test F1: 0.6166
*Epoch 215, model saved with Loss: 0.3801, Train F1: 0.9965, Val F1: 0.6406, Test F1: 0.6166
*Epoch 230, model saved with Loss: 0.3464, Train F1: 0.9931, Val F1: 0.6406, Test F1: 0.6114
*Epoch 240, model saved with Loss: 0.3106, Train F1: 0.9931, Val F1: 0.6406, Test F1: 0.6269
Mean epoch time of run 0.0184
Iteration:  250
Best Test F1 throughout: 0.6528
Loading best model for final evaluation at val: 0.6406
Best Test F1 after loading saved model: 0.6373
Run: 3
*Epoch 0, model saved with Loss: 1.1091, Train F1: 0.4558, Val F1: 0.4375, Test F1: 0.4560
Epoch 0, Loss: 1.1091, Train F1: 0.4558, Val F1: 0.4375, Test F1: 0.4560
*Epoch 1, model saved with Loss: 1.8355, Train F1: 0.5078, Val F1: 0.4844, Test F1: 0.4974
*Epoch 2, model saved with Loss: 1.8182, Train F1: 0.5511, Val F1: 0.5365, Test F1: 0.5285
*Epoch 4, model saved with Loss: 1.0015, Train F1: 0.5390, Val F1: 0.5729, Test F1: 0.5026
*Epoch 5, model saved with Loss: 0.9806, Train F1: 0.5251, Val F1: 0.5729, Test F1: 0.4974
*Epoch 6, model saved with Loss: 0.9680, Train F1: 0.5182, Val F1: 0.5781, Test F1: 0.5130
*Epoch 8, model saved with Loss: 1.7392, Train F1: 0.5199, Val F1: 0.5781, Test F1: 0.5181
*Epoch 10, model saved with Loss: 0.9204, Train F1: 0.5269, Val F1: 0.5781, Test F1: 0.5130
*Epoch 11, model saved with Loss: 0.9126, Train F1: 0.5269, Val F1: 0.5781, Test F1: 0.5130
*Epoch 13, model saved with Loss: 0.9000, Train F1: 0.5338, Val F1: 0.5781, Test F1: 0.4974
*Epoch 31, model saved with Loss: 1.5482, Train F1: 0.6620, Val F1: 0.5781, Test F1: 0.5907
*Epoch 34, model saved with Loss: 1.5345, Train F1: 0.6828, Val F1: 0.5781, Test F1: 0.5596
*Epoch 39, model saved with Loss: 0.7922, Train F1: 0.6950, Val F1: 0.5833, Test F1: 0.6010
*Epoch 40, model saved with Loss: 1.5105, Train F1: 0.7088, Val F1: 0.5885, Test F1: 0.6114
*Epoch 41, model saved with Loss: 1.4996, Train F1: 0.6967, Val F1: 0.5938, Test F1: 0.5803
*Epoch 42, model saved with Loss: 0.7940, Train F1: 0.6915, Val F1: 0.5938, Test F1: 0.6010
*Epoch 43, model saved with Loss: 1.4916, Train F1: 0.7106, Val F1: 0.5990, Test F1: 0.6062
*Epoch 65, model saved with Loss: 0.7330, Train F1: 0.7643, Val F1: 0.5990, Test F1: 0.6218
*Epoch 66, model saved with Loss: 1.3732, Train F1: 0.7747, Val F1: 0.6042, Test F1: 0.6062
Epoch 100, Loss: 1.1709, Train F1: 0.8631, Val F1: 0.5573, Test F1: 0.5907
*Epoch 121, model saved with Loss: 0.9399, Train F1: 0.9341, Val F1: 0.6146, Test F1: 0.6010
*Epoch 122, model saved with Loss: 0.9306, Train F1: 0.9307, Val F1: 0.6354, Test F1: 0.6218
*Epoch 131, model saved with Loss: 0.8327, Train F1: 0.9532, Val F1: 0.6510, Test F1: 0.6632
Epoch 200, Loss: 0.3737, Train F1: 1.0000, Val F1: 0.6146, Test F1: 0.6062
Mean epoch time of run 0.0177
Iteration:  250
Best Test F1 throughout: 0.6632
Loading best model for final evaluation at val: 0.6510
Best Test F1 after loading saved model: 0.6269
Run: 4
*Epoch 0, model saved with Loss: 1.8571, Train F1: 0.4974, Val F1: 0.5104, Test F1: 0.5285
Epoch 0, Loss: 1.8571, Train F1: 0.4974, Val F1: 0.5104, Test F1: 0.5285
*Epoch 1, model saved with Loss: 1.0515, Train F1: 0.5269, Val F1: 0.5938, Test F1: 0.5492
*Epoch 34, model saved with Loss: 1.5418, Train F1: 0.6828, Val F1: 0.5938, Test F1: 0.6062
*Epoch 35, model saved with Loss: 1.5362, Train F1: 0.6759, Val F1: 0.6042, Test F1: 0.6114
*Epoch 41, model saved with Loss: 1.5004, Train F1: 0.7106, Val F1: 0.6094, Test F1: 0.6218
Epoch 100, Loss: 1.2048, Train F1: 0.8631, Val F1: 0.5781, Test F1: 0.5855
*Epoch 122, model saved with Loss: 0.9979, Train F1: 0.9220, Val F1: 0.6146, Test F1: 0.5699
*Epoch 123, model saved with Loss: 1.0100, Train F1: 0.9151, Val F1: 0.6146, Test F1: 0.5907
*Epoch 129, model saved with Loss: 0.9140, Train F1: 0.9324, Val F1: 0.6146, Test F1: 0.6269
*Epoch 131, model saved with Loss: 0.8898, Train F1: 0.9411, Val F1: 0.6146, Test F1: 0.6166
*Epoch 132, model saved with Loss: 0.8963, Train F1: 0.9341, Val F1: 0.6198, Test F1: 0.6218
*Epoch 134, model saved with Loss: 0.8591, Train F1: 0.9497, Val F1: 0.6250, Test F1: 0.6269
*Epoch 138, model saved with Loss: 0.8168, Train F1: 0.9567, Val F1: 0.6354, Test F1: 0.6166
*Epoch 146, model saved with Loss: 0.7471, Train F1: 0.9601, Val F1: 0.6406, Test F1: 0.6269
Epoch 200, Loss: 0.4653, Train F1: 0.9965, Val F1: 0.6354, Test F1: 0.6114
*Epoch 233, model saved with Loss: 0.3615, Train F1: 1.0000, Val F1: 0.6406, Test F1: 0.6166
*Epoch 235, model saved with Loss: 0.3501, Train F1: 1.0000, Val F1: 0.6458, Test F1: 0.6114
Mean epoch time of run 0.0184
Iteration:  250
Best Test F1 throughout: 0.6477
Loading best model for final evaluation at val: 0.6458
Best Test F1 after loading saved model: 0.6166
---------------Stats-----------
Mean training epoch runtime: 0.0188
Mean Std of Best Test we could do F1 Score: 0.6549 +/- 0.0053
Mean Std of Test at best Val F1 Score: 0.6301 +/- 0.0175
Mean Std of Loaded best Val model Test F1 Score: 0.6269 +/- 0.0066
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
reed98
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.0691, Train F1: 0.4749, Val F1: 0.5365, Test F1: 0.4404
Epoch 0, Loss: 1.0691, Train F1: 0.4749, Val F1: 0.5365, Test F1: 0.4404
*Epoch 1, model saved with Loss: 1.8165, Train F1: 0.4991, Val F1: 0.5677, Test F1: 0.5026
*Epoch 2, model saved with Loss: 1.7986, Train F1: 0.5130, Val F1: 0.5729, Test F1: 0.5181
*Epoch 3, model saved with Loss: 1.7793, Train F1: 0.5113, Val F1: 0.5729, Test F1: 0.5181
*Epoch 6, model saved with Loss: 1.0643, Train F1: 0.5026, Val F1: 0.5885, Test F1: 0.5285
*Epoch 28, model saved with Loss: 0.8942, Train F1: 0.5927, Val F1: 0.5938, Test F1: 0.5544
*Epoch 33, model saved with Loss: 1.6343, Train F1: 0.6205, Val F1: 0.5990, Test F1: 0.5907
*Epoch 43, model saved with Loss: 0.8670, Train F1: 0.6482, Val F1: 0.5990, Test F1: 0.5959
*Epoch 44, model saved with Loss: 1.5717, Train F1: 0.6412, Val F1: 0.5990, Test F1: 0.5648
*Epoch 45, model saved with Loss: 1.5765, Train F1: 0.6655, Val F1: 0.5990, Test F1: 0.5855
*Epoch 50, model saved with Loss: 0.8591, Train F1: 0.6620, Val F1: 0.5990, Test F1: 0.5803
*Epoch 54, model saved with Loss: 1.5518, Train F1: 0.6603, Val F1: 0.6094, Test F1: 0.5907
*Epoch 76, model saved with Loss: 1.5111, Train F1: 0.6794, Val F1: 0.6094, Test F1: 0.5803
*Epoch 82, model saved with Loss: 1.4963, Train F1: 0.6967, Val F1: 0.6146, Test F1: 0.5699
Epoch 100, Loss: 1.4462, Train F1: 0.7175, Val F1: 0.5885, Test F1: 0.6062
*Epoch 108, model saved with Loss: 0.7440, Train F1: 0.7314, Val F1: 0.6406, Test F1: 0.5855
Epoch 200, Loss: 1.1888, Train F1: 0.8579, Val F1: 0.6042, Test F1: 0.6425
*Epoch 216, model saved with Loss: 1.1477, Train F1: 0.8579, Val F1: 0.6458, Test F1: 0.6321
*Epoch 219, model saved with Loss: 0.7043, Train F1: 0.8371, Val F1: 0.6458, Test F1: 0.6321
*Epoch 223, model saved with Loss: 1.1429, Train F1: 0.8614, Val F1: 0.6458, Test F1: 0.5959
*Epoch 224, model saved with Loss: 0.7174, Train F1: 0.8718, Val F1: 0.6510, Test F1: 0.6166
Mean epoch time of run 0.0171
Iteration:  250
Best Test F1 throughout: 0.6477
Loading best model for final evaluation at val: 0.6510
Best Test F1 after loading saved model: 0.6062
Run: 1
*Epoch 0, model saved with Loss: 1.1331, Train F1: 0.4055, Val F1: 0.4375, Test F1: 0.4611
Epoch 0, Loss: 1.1331, Train F1: 0.4055, Val F1: 0.4375, Test F1: 0.4611
*Epoch 1, model saved with Loss: 1.8868, Train F1: 0.5043, Val F1: 0.5521, Test F1: 0.5285
*Epoch 2, model saved with Loss: 1.0579, Train F1: 0.5217, Val F1: 0.5625, Test F1: 0.5233
*Epoch 3, model saved with Loss: 1.8144, Train F1: 0.5147, Val F1: 0.5729, Test F1: 0.5233
*Epoch 4, model saved with Loss: 1.8029, Train F1: 0.5130, Val F1: 0.5729, Test F1: 0.5181
*Epoch 5, model saved with Loss: 1.0013, Train F1: 0.5113, Val F1: 0.5729, Test F1: 0.5233
*Epoch 6, model saved with Loss: 1.0270, Train F1: 0.5130, Val F1: 0.5729, Test F1: 0.5181
*Epoch 7, model saved with Loss: 1.7755, Train F1: 0.5130, Val F1: 0.5729, Test F1: 0.5181
*Epoch 8, model saved with Loss: 1.7727, Train F1: 0.5113, Val F1: 0.5729, Test F1: 0.5181
*Epoch 9, model saved with Loss: 1.7682, Train F1: 0.5147, Val F1: 0.5729, Test F1: 0.5181
*Epoch 10, model saved with Loss: 1.7612, Train F1: 0.5165, Val F1: 0.5729, Test F1: 0.5233
*Epoch 12, model saved with Loss: 0.9556, Train F1: 0.5165, Val F1: 0.5729, Test F1: 0.5233
*Epoch 13, model saved with Loss: 1.7319, Train F1: 0.5199, Val F1: 0.5833, Test F1: 0.5233
*Epoch 15, model saved with Loss: 0.9333, Train F1: 0.5442, Val F1: 0.5885, Test F1: 0.5181
*Epoch 19, model saved with Loss: 1.7027, Train F1: 0.5494, Val F1: 0.5885, Test F1: 0.5337
*Epoch 21, model saved with Loss: 1.7061, Train F1: 0.5563, Val F1: 0.5885, Test F1: 0.5440
*Epoch 33, model saved with Loss: 0.9013, Train F1: 0.5875, Val F1: 0.5990, Test F1: 0.5492
*Epoch 43, model saved with Loss: 0.8822, Train F1: 0.6066, Val F1: 0.5990, Test F1: 0.5907
*Epoch 97, model saved with Loss: 1.5028, Train F1: 0.6447, Val F1: 0.5990, Test F1: 0.5648
*Epoch 98, model saved with Loss: 0.8343, Train F1: 0.6586, Val F1: 0.6250, Test F1: 0.5596
Epoch 100, Loss: 0.8012, Train F1: 0.6499, Val F1: 0.5729, Test F1: 0.5699
Epoch 200, Loss: 1.3366, Train F1: 0.7418, Val F1: 0.5781, Test F1: 0.6010
*Epoch 225, model saved with Loss: 1.2063, Train F1: 0.7816, Val F1: 0.6302, Test F1: 0.5855
*Epoch 233, model saved with Loss: 1.2002, Train F1: 0.8302, Val F1: 0.6354, Test F1: 0.6166
*Epoch 234, model saved with Loss: 1.2198, Train F1: 0.8232, Val F1: 0.6354, Test F1: 0.6062
*Epoch 235, model saved with Loss: 1.2409, Train F1: 0.8094, Val F1: 0.6354, Test F1: 0.6166
*Epoch 236, model saved with Loss: 0.7378, Train F1: 0.8076, Val F1: 0.6458, Test F1: 0.6218
*Epoch 240, model saved with Loss: 1.1825, Train F1: 0.8198, Val F1: 0.6458, Test F1: 0.5855
*Epoch 244, model saved with Loss: 1.1868, Train F1: 0.8111, Val F1: 0.6510, Test F1: 0.5959
*Epoch 246, model saved with Loss: 0.7280, Train F1: 0.8302, Val F1: 0.6510, Test F1: 0.6166
Mean epoch time of run 0.0166
Iteration:  250
Best Test F1 throughout: 0.6321
Loading best model for final evaluation at val: 0.6510
Best Test F1 after loading saved model: 0.6010
Run: 2
*Epoch 0, model saved with Loss: 1.0748, Train F1: 0.4957, Val F1: 0.5521, Test F1: 0.5130
Epoch 0, Loss: 1.0748, Train F1: 0.4957, Val F1: 0.5521, Test F1: 0.5130
*Epoch 2, model saved with Loss: 1.0177, Train F1: 0.5199, Val F1: 0.5521, Test F1: 0.5337
*Epoch 3, model saved with Loss: 1.0058, Train F1: 0.5061, Val F1: 0.5677, Test F1: 0.5440
*Epoch 4, model saved with Loss: 1.7844, Train F1: 0.5355, Val F1: 0.5677, Test F1: 0.5440
*Epoch 7, model saved with Loss: 0.9381, Train F1: 0.5390, Val F1: 0.5833, Test F1: 0.5389
*Epoch 10, model saved with Loss: 1.7348, Train F1: 0.5442, Val F1: 0.5885, Test F1: 0.5648
*Epoch 32, model saved with Loss: 0.8619, Train F1: 0.6395, Val F1: 0.5938, Test F1: 0.5907
*Epoch 49, model saved with Loss: 0.8277, Train F1: 0.6742, Val F1: 0.6042, Test F1: 0.5751
*Epoch 52, model saved with Loss: 1.5502, Train F1: 0.6568, Val F1: 0.6146, Test F1: 0.6166
Epoch 100, Loss: 1.4439, Train F1: 0.7539, Val F1: 0.5833, Test F1: 0.6218
*Epoch 102, model saved with Loss: 1.4466, Train F1: 0.7383, Val F1: 0.6146, Test F1: 0.5959
*Epoch 138, model saved with Loss: 1.4166, Train F1: 0.7626, Val F1: 0.6250, Test F1: 0.5492
Epoch 200, Loss: 1.2470, Train F1: 0.8094, Val F1: 0.5990, Test F1: 0.6114
*Epoch 205, model saved with Loss: 1.2698, Train F1: 0.8024, Val F1: 0.6302, Test F1: 0.6010
*Epoch 215, model saved with Loss: 1.2215, Train F1: 0.8527, Val F1: 0.6354, Test F1: 0.6218
*Epoch 224, model saved with Loss: 1.1692, Train F1: 0.8458, Val F1: 0.6406, Test F1: 0.6166
*Epoch 226, model saved with Loss: 0.7138, Train F1: 0.8769, Val F1: 0.6458, Test F1: 0.6062
*Epoch 228, model saved with Loss: 1.1702, Train F1: 0.8631, Val F1: 0.6458, Test F1: 0.6321
*Epoch 232, model saved with Loss: 1.1475, Train F1: 0.8804, Val F1: 0.6458, Test F1: 0.6114
Mean epoch time of run 0.0155
Iteration:  250
Best Test F1 throughout: 0.6477
Loading best model for final evaluation at val: 0.6458
Best Test F1 after loading saved model: 0.6218
Run: 3
*Epoch 0, model saved with Loss: 1.9004, Train F1: 0.3276, Val F1: 0.3125, Test F1: 0.2694
Epoch 0, Loss: 1.9004, Train F1: 0.3276, Val F1: 0.3125, Test F1: 0.2694
*Epoch 1, model saved with Loss: 1.0969, Train F1: 0.3674, Val F1: 0.3958, Test F1: 0.4404
*Epoch 2, model saved with Loss: 1.0743, Train F1: 0.4385, Val F1: 0.4635, Test F1: 0.4456
*Epoch 3, model saved with Loss: 1.8433, Train F1: 0.5078, Val F1: 0.5208, Test F1: 0.5130
*Epoch 4, model saved with Loss: 1.0385, Train F1: 0.5182, Val F1: 0.5990, Test F1: 0.5285
*Epoch 6, model saved with Loss: 0.9962, Train F1: 0.5286, Val F1: 0.5990, Test F1: 0.5285
*Epoch 15, model saved with Loss: 0.9566, Train F1: 0.5182, Val F1: 0.6042, Test F1: 0.5233
*Epoch 34, model saved with Loss: 1.6590, Train F1: 0.6135, Val F1: 0.6458, Test F1: 0.5803
Epoch 100, Loss: 0.7988, Train F1: 0.7227, Val F1: 0.5990, Test F1: 0.5959
Epoch 200, Loss: 0.7103, Train F1: 0.8042, Val F1: 0.5781, Test F1: 0.5855
Mean epoch time of run 0.0154
Iteration:  250
Best Test F1 throughout: 0.6321
Loading best model for final evaluation at val: 0.6458
Best Test F1 after loading saved model: 0.5699
Run: 4
*Epoch 0, model saved with Loss: 1.8655, Train F1: 0.4090, Val F1: 0.4219, Test F1: 0.4715
Epoch 0, Loss: 1.8655, Train F1: 0.4090, Val F1: 0.4219, Test F1: 0.4715
*Epoch 1, model saved with Loss: 1.8336, Train F1: 0.4749, Val F1: 0.5677, Test F1: 0.5389
*Epoch 5, model saved with Loss: 1.7898, Train F1: 0.5130, Val F1: 0.5833, Test F1: 0.5233
*Epoch 7, model saved with Loss: 1.7577, Train F1: 0.5355, Val F1: 0.5990, Test F1: 0.5181
*Epoch 25, model saved with Loss: 0.8937, Train F1: 0.5615, Val F1: 0.6042, Test F1: 0.5596
*Epoch 26, model saved with Loss: 1.6618, Train F1: 0.5789, Val F1: 0.6094, Test F1: 0.5440
*Epoch 46, model saved with Loss: 1.6011, Train F1: 0.6551, Val F1: 0.6302, Test F1: 0.5959
*Epoch 78, model saved with Loss: 1.5013, Train F1: 0.7036, Val F1: 0.6302, Test F1: 0.5803
*Epoch 79, model saved with Loss: 0.7796, Train F1: 0.7002, Val F1: 0.6354, Test F1: 0.5855
Epoch 100, Loss: 0.7751, Train F1: 0.7071, Val F1: 0.5729, Test F1: 0.5959
*Epoch 198, model saved with Loss: 1.2546, Train F1: 0.7990, Val F1: 0.6354, Test F1: 0.5907
Epoch 200, Loss: 1.2604, Train F1: 0.8215, Val F1: 0.6198, Test F1: 0.6425
*Epoch 214, model saved with Loss: 1.1966, Train F1: 0.8371, Val F1: 0.6354, Test F1: 0.6477
*Epoch 220, model saved with Loss: 0.7059, Train F1: 0.8354, Val F1: 0.6354, Test F1: 0.6580
*Epoch 223, model saved with Loss: 0.7085, Train F1: 0.8475, Val F1: 0.6458, Test F1: 0.6477
*Epoch 230, model saved with Loss: 1.1663, Train F1: 0.8752, Val F1: 0.6510, Test F1: 0.6580
*Epoch 244, model saved with Loss: 1.1159, Train F1: 0.8735, Val F1: 0.6510, Test F1: 0.6218
*Epoch 248, model saved with Loss: 0.6721, Train F1: 0.8960, Val F1: 0.6562, Test F1: 0.6269
Mean epoch time of run 0.0162
Iteration:  250
Best Test F1 throughout: 0.6580
Loading best model for final evaluation at val: 0.6562
Best Test F1 after loading saved model: 0.6218
---------------Stats-----------
Mean training epoch runtime: 0.0161
Mean Std of Best Test we could do F1 Score: 0.6435 +/- 0.0100
Mean Std of Test at best Val F1 Score: 0.6104 +/- 0.0159
Mean Std of Loaded best Val model Test F1 Score: 0.6041 +/- 0.0190
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
amherst41
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.0974, Train F1: 0.4534, Val F1: 0.4564, Test F1: 0.4407
Epoch 0, Loss: 1.0974, Train F1: 0.4534, Val F1: 0.4564, Test F1: 0.4407
*Epoch 1, model saved with Loss: 1.0767, Train F1: 0.4564, Val F1: 0.4564, Test F1: 0.4407
*Epoch 2, model saved with Loss: 1.8687, Train F1: 0.4571, Val F1: 0.4609, Test F1: 0.4407
*Epoch 4, model saved with Loss: 1.8347, Train F1: 0.4594, Val F1: 0.4631, Test F1: 0.4452
*Epoch 5, model saved with Loss: 1.0085, Train F1: 0.4646, Val F1: 0.4631, Test F1: 0.4497
*Epoch 6, model saved with Loss: 1.8048, Train F1: 0.4676, Val F1: 0.4676, Test F1: 0.4497
*Epoch 7, model saved with Loss: 0.9823, Train F1: 0.4840, Val F1: 0.4720, Test F1: 0.4586
*Epoch 8, model saved with Loss: 1.7811, Train F1: 0.4914, Val F1: 0.4810, Test F1: 0.4586
*Epoch 9, model saved with Loss: 0.9610, Train F1: 0.5011, Val F1: 0.4899, Test F1: 0.4653
*Epoch 11, model saved with Loss: 1.7488, Train F1: 0.5138, Val F1: 0.4899, Test F1: 0.4676
*Epoch 13, model saved with Loss: 0.9303, Train F1: 0.5280, Val F1: 0.4944, Test F1: 0.4743
*Epoch 14, model saved with Loss: 0.9263, Train F1: 0.5369, Val F1: 0.4966, Test F1: 0.4966
*Epoch 15, model saved with Loss: 1.7234, Train F1: 0.5496, Val F1: 0.5011, Test F1: 0.5056
*Epoch 16, model saved with Loss: 0.9204, Train F1: 0.5570, Val F1: 0.5190, Test F1: 0.4989
*Epoch 18, model saved with Loss: 0.9178, Train F1: 0.5645, Val F1: 0.5213, Test F1: 0.5078
*Epoch 21, model saved with Loss: 1.7130, Train F1: 0.5712, Val F1: 0.5235, Test F1: 0.5190
*Epoch 23, model saved with Loss: 0.9104, Train F1: 0.5735, Val F1: 0.5280, Test F1: 0.5034
*Epoch 24, model saved with Loss: 1.7096, Train F1: 0.5735, Val F1: 0.5324, Test F1: 0.5235
*Epoch 27, model saved with Loss: 1.7007, Train F1: 0.5764, Val F1: 0.5369, Test F1: 0.5213
*Epoch 28, model saved with Loss: 1.6986, Train F1: 0.5839, Val F1: 0.5503, Test F1: 0.5324
*Epoch 42, model saved with Loss: 0.8706, Train F1: 0.6048, Val F1: 0.5526, Test F1: 0.5257
*Epoch 43, model saved with Loss: 0.8694, Train F1: 0.6122, Val F1: 0.5570, Test F1: 0.5347
*Epoch 47, model saved with Loss: 0.8609, Train F1: 0.6107, Val F1: 0.5615, Test F1: 0.5503
*Epoch 49, model saved with Loss: 1.6327, Train F1: 0.6271, Val F1: 0.5660, Test F1: 0.5391
*Epoch 50, model saved with Loss: 1.6320, Train F1: 0.6145, Val F1: 0.5682, Test F1: 0.5324
*Epoch 52, model saved with Loss: 0.8582, Train F1: 0.6264, Val F1: 0.5682, Test F1: 0.5280
*Epoch 53, model saved with Loss: 0.8559, Train F1: 0.6257, Val F1: 0.5749, Test F1: 0.5369
*Epoch 56, model saved with Loss: 1.6162, Train F1: 0.6346, Val F1: 0.5749, Test F1: 0.5302
*Epoch 58, model saved with Loss: 0.8441, Train F1: 0.6361, Val F1: 0.5772, Test F1: 0.5347
*Epoch 62, model saved with Loss: 0.8415, Train F1: 0.6324, Val F1: 0.5839, Test F1: 0.5436
*Epoch 63, model saved with Loss: 1.5920, Train F1: 0.6406, Val F1: 0.5839, Test F1: 0.5503
*Epoch 69, model saved with Loss: 1.5726, Train F1: 0.6450, Val F1: 0.5928, Test F1: 0.5481
*Epoch 72, model saved with Loss: 0.8262, Train F1: 0.6510, Val F1: 0.5951, Test F1: 0.5481
*Epoch 76, model saved with Loss: 1.5524, Train F1: 0.6562, Val F1: 0.6040, Test F1: 0.5727
*Epoch 77, model saved with Loss: 1.5581, Train F1: 0.6592, Val F1: 0.6040, Test F1: 0.5705
*Epoch 85, model saved with Loss: 1.5278, Train F1: 0.6786, Val F1: 0.6107, Test F1: 0.5772
*Epoch 97, model saved with Loss: 1.4915, Train F1: 0.6883, Val F1: 0.6130, Test F1: 0.5727
*Epoch 98, model saved with Loss: 1.4885, Train F1: 0.6898, Val F1: 0.6152, Test F1: 0.5727
*Epoch 100, model saved with Loss: 1.4850, Train F1: 0.6890, Val F1: 0.6174, Test F1: 0.5615
Epoch 100, Loss: 1.4850, Train F1: 0.6890, Val F1: 0.6174, Test F1: 0.5615
*Epoch 101, model saved with Loss: 1.4783, Train F1: 0.7002, Val F1: 0.6197, Test F1: 0.5906
*Epoch 103, model saved with Loss: 1.4724, Train F1: 0.7040, Val F1: 0.6264, Test F1: 0.5928
*Epoch 111, model saved with Loss: 1.4591, Train F1: 0.7077, Val F1: 0.6331, Test F1: 0.6130
*Epoch 112, model saved with Loss: 1.4559, Train F1: 0.7054, Val F1: 0.6331, Test F1: 0.5861
*Epoch 114, model saved with Loss: 1.4612, Train F1: 0.7062, Val F1: 0.6421, Test F1: 0.5861
*Epoch 115, model saved with Loss: 1.4669, Train F1: 0.7181, Val F1: 0.6421, Test F1: 0.6085
*Epoch 125, model saved with Loss: 1.4305, Train F1: 0.7204, Val F1: 0.6555, Test F1: 0.5973
*Epoch 134, model saved with Loss: 1.4240, Train F1: 0.7196, Val F1: 0.6555, Test F1: 0.6219
*Epoch 144, model saved with Loss: 1.4045, Train F1: 0.7427, Val F1: 0.6577, Test F1: 0.6063
*Epoch 145, model saved with Loss: 1.4025, Train F1: 0.7457, Val F1: 0.6600, Test F1: 0.6040
*Epoch 148, model saved with Loss: 1.3868, Train F1: 0.7442, Val F1: 0.6644, Test F1: 0.6421
*Epoch 150, model saved with Loss: 1.3981, Train F1: 0.7479, Val F1: 0.6644, Test F1: 0.6063
*Epoch 155, model saved with Loss: 1.3730, Train F1: 0.7397, Val F1: 0.6689, Test F1: 0.6398
*Epoch 158, model saved with Loss: 1.3818, Train F1: 0.7457, Val F1: 0.6711, Test F1: 0.6040
*Epoch 177, model saved with Loss: 1.3922, Train F1: 0.7658, Val F1: 0.6711, Test F1: 0.6353
Epoch 200, Loss: 1.3379, Train F1: 0.7666, Val F1: 0.6667, Test F1: 0.6421
*Epoch 206, model saved with Loss: 1.3302, Train F1: 0.7733, Val F1: 0.6756, Test F1: 0.6443
*Epoch 218, model saved with Loss: 1.3269, Train F1: 0.7837, Val F1: 0.6801, Test F1: 0.6532
*Epoch 233, model saved with Loss: 1.3156, Train F1: 0.7919, Val F1: 0.6801, Test F1: 0.6398
*Epoch 234, model saved with Loss: 1.3165, Train F1: 0.7987, Val F1: 0.6846, Test F1: 0.6488
Mean epoch time of run 0.0465
Iteration:  250
Best Test F1 throughout: 0.6711
Loading best model for final evaluation at val: 0.6846
Best Test F1 after loading saved model: 0.6488
Run: 1
*Epoch 0, model saved with Loss: 1.8784, Train F1: 0.4348, Val F1: 0.4810, Test F1: 0.4676
Epoch 0, Loss: 1.8784, Train F1: 0.4348, Val F1: 0.4810, Test F1: 0.4676
*Epoch 15, model saved with Loss: 0.9717, Train F1: 0.4780, Val F1: 0.4899, Test F1: 0.4541
*Epoch 21, model saved with Loss: 0.9429, Train F1: 0.5324, Val F1: 0.4899, Test F1: 0.5034
*Epoch 22, model saved with Loss: 1.7385, Train F1: 0.5332, Val F1: 0.5123, Test F1: 0.4877
*Epoch 23, model saved with Loss: 1.7340, Train F1: 0.5280, Val F1: 0.5123, Test F1: 0.5034
*Epoch 25, model saved with Loss: 1.7260, Train F1: 0.5377, Val F1: 0.5190, Test F1: 0.5123
*Epoch 26, model saved with Loss: 1.7205, Train F1: 0.5436, Val F1: 0.5324, Test F1: 0.4966
*Epoch 27, model saved with Loss: 0.9197, Train F1: 0.5421, Val F1: 0.5347, Test F1: 0.5078
*Epoch 30, model saved with Loss: 1.7122, Train F1: 0.5593, Val F1: 0.5347, Test F1: 0.5213
